AD_ID,CPM,VIEWS,CLICKS,ACTIONS,CHANNEL_NAME,DATE
12570,4.39,600,46,7,sports_channel_15,2024-11-28
12571,67.83,129,7,0,entertainment_channel_21,2024-12-03
12572,9.93,466,38,1,news_channel_14,2024-10-26
12573,8.26,295,26,3,travel_channel_49,2024-12-14
12574,1.85,292,21,5,education_channel_6,2024-11-09
12575,7.79,563,27,4,travel_channel_20,2024-11-28
12576,3.81,203,39,2,travel_channel_4,2024-11-17
12577,4.83,244,10,1,travel_channel_4,2024-12-02
12578,6.26,226,24,0,business_channel_35,2024-12-09
12579,7.3,424,38,0,news_channel_19,2024-11-14
12580,7.06,628,36,0,news_channel_26,2024-11-17
12581,4.58,348,26,0,lifestyle_channel_18,2024-10-31
12582,3.27,465,44,4,business_channel_35,2024-11-10
12583,4.83,478,23,0,business_channel_35,2024-10-11
12584,3.46,1252,125,10,tech_channel_2,2024-10-27
12585,15.37,259,65,12,sports_channel_31,2024-10-18
12586,3.0,744,32,0,sports_channel_15,2024-12-02
12587,5.48,793,93,2,business_channel_11,2024-10-29
12588,3.04,1075,83,5,tech_channel_21,2024-11-04
12589,1.76,1554,144,3,news_channel_4,2024-12-19
12590,7.06,306,105,23,news_channel_4,2024-11-13
12591,1.37,1417,70,5,tech_channel_32,2024-10-02
12592,7.53,402,38,2,business_channel_34,2024-12-11
12593,3.35,1105,115,2,lifestyle_channel_5,2024-11-14
12594,6.95,400,38,8,news_channel_17,2024-10-17
12595,4.02,1073,66,10,education_channel_45,2024-12-03
12596,34.87,130,8,0,tech_channel_2,2024-12-30
12597,5.84,193,0,0,business_channel_34,2024-11-19
12598,4.08,871,12,2,news_channel_17,2024-11-22
12599,3.96,259,47,3,sports_channel_6,2024-12-29
12600,5.29,919,42,9,lifestyle_channel_35,2024-12-08
12601,9.05,192,21,1,entertainment_channel_28,2024-11-30
12602,9.93,411,75,20,business_channel_49,2024-10-03
12603,5.11,908,55,1,lifestyle_channel_35,2024-11-09
12604,3.5,974,100,3,travel_channel_40,2024-12-03
12605,3.69,724,28,3,education_channel_47,2024-12-28
12606,1.51,502,30,4,tech_channel_36,2024-10-18
12607,7.55,414,5,0,education_channel_45,2024-11-17
12608,2.11,503,69,8,travel_channel_30,2024-11-24
12609,9.39,225,21,1,business_channel_18,2024-11-04
12610,19.89,318,65,1,news_channel_14,2024-12-15
12611,90.57,27,0,0,tech_channel_2,2024-12-01
12612,4.85,554,49,16,tech_channel_32,2024-12-06
12613,1.57,1284,133,2,news_channel_4,2024-10-07
12614,7.12,238,25,6,news_channel_26,2024-10-14
12615,4.61,257,37,6,tech_channel_2,2024-11-06
12616,61.78,45,5,0,travel_channel_16,2024-10-12
12617,1.58,1628,58,4,lifestyle_channel_18,2024-12-09
12618,9.14,461,32,0,tech_channel_2,2024-10-03
12619,7.9,360,40,6,tech_channel_21,2024-12-22
12620,9.18,434,54,4,entertainment_channel_15,2024-10-13
12621,26.05,189,16,1,entertainment_channel_15,2024-12-27
12622,1.16,383,38,5,travel_channel_30,2024-12-29
12623,4.38,649,39,2,business_channel_49,2024-12-23
12624,7.54,212,16,2,news_channel_4,2024-11-28
12625,1.09,2000,169,4,travel_channel_34,2024-12-15
12626,3.61,1424,213,5,sports_channel_15,2024-10-25
12627,2.06,268,116,2,tech_channel_30,2024-12-17
12628,30.2,169,4,0,business_channel_49,2024-10-03
12629,1.4,820,108,0,business_channel_34,2024-10-17
12630,6.93,500,25,2,travel_channel_30,2024-12-16
12631,6.99,714,22,0,travel_channel_8,2024-10-26
12632,3.83,591,88,4,news_channel_14,2024-11-15
12633,7.67,235,28,10,business_channel_22,2024-12-09
12634,2.21,244,5,0,travel_channel_49,2024-10-10
12635,4.95,760,124,22,tech_channel_21,2024-12-22
12636,7.71,100,7,1,tech_channel_2,2024-10-15
12637,2.05,1877,266,7,education_channel_6,2024-12-15
12638,36.76,217,22,0,news_channel_14,2024-10-05
12639,9.59,499,19,1,lifestyle_channel_18,2024-10-24
12640,58.13,71,5,0,business_channel_27,2024-12-10
12641,1.94,315,3,0,entertainment_channel_28,2024-11-01
12642,9.86,622,52,5,entertainment_channel_34,2024-10-16
12643,9.84,317,42,0,news_channel_33,2024-12-01
12644,13.13,379,8,0,entertainment_channel_15,2024-10-07
12645,3.0,1262,318,2,tech_channel_32,2024-12-07
12646,2.94,140,0,0,sports_channel_15,2024-11-06
12647,9.01,295,70,1,business_channel_18,2024-11-19
12648,4.57,125,8,1,business_channel_35,2024-12-16
12649,7.07,472,50,4,business_channel_35,2024-10-07
12650,9.54,606,17,8,business_channel_27,2024-11-09
12651,1.19,776,33,1,travel_channel_49,2024-11-16
12652,1.42,2000,141,24,business_channel_35,2024-12-03
12653,1.19,1870,179,18,lifestyle_channel_5,2024-10-07
12654,8.44,626,25,0,business_channel_12,2024-12-18
12655,5.72,434,36,5,lifestyle_channel_30,2024-10-06
12656,23.64,64,12,0,entertainment_channel_21,2024-10-25
12657,8.22,652,37,5,business_channel_27,2024-12-08
12658,22.26,391,25,4,news_channel_33,2024-12-01
12659,10.88,406,84,9,travel_channel_16,2024-11-28
12660,83.38,21,3,0,education_channel_47,2024-11-07
12661,4.35,569,75,5,entertainment_channel_34,2024-10-27
12662,3.5,960,200,4,education_channel_49,2024-10-28
12663,8.68,129,2,0,business_channel_12,2024-10-28
12664,9.26,62,14,2,business_channel_18,2024-12-11
12665,5.03,92,3,0,travel_channel_20,2024-10-17
12666,45.07,138,12,0,entertainment_channel_34,2024-10-23
12667,7.12,223,30,0,lifestyle_channel_30,2024-10-12
12668,4.54,405,37,0,business_channel_18,2024-10-02
12669,1.92,1292,209,10,lifestyle_channel_30,2024-12-26
12670,7.97,219,3,0,news_channel_4,2024-10-17
12671,8.95,272,23,1,tech_channel_30,2024-11-26
12672,8.47,774,74,5,education_channel_49,2024-10-13
12673,9.73,203,27,1,lifestyle_channel_35,2024-12-23
12674,95.32,49,1,0,lifestyle_channel_35,2024-11-08
12675,2.61,1561,170,27,entertainment_channel_15,2024-12-16
12676,2.59,1074,55,11,news_channel_33,2024-11-21
12677,8.73,689,66,2,news_channel_33,2024-12-21
12678,6.44,490,89,0,business_channel_28,2024-12-30
12679,9.73,365,20,2,sports_channel_15,2024-10-26
12680,3.85,850,52,3,tech_channel_32,2024-12-22
12681,3.83,569,101,5,travel_channel_16,2024-12-20
12682,6.96,1001,144,7,news_channel_33,2024-11-16
12683,3.94,413,61,3,lifestyle_channel_17,2024-12-19
12684,3.85,141,7,0,education_channel_8,2024-10-14
12685,68.48,22,2,0,travel_channel_4,2024-12-20
12686,60.89,117,11,0,entertainment_channel_15,2024-10-06
12687,51.51,98,11,0,business_channel_5,2024-12-14
12688,4.54,232,18,0,tech_channel_21,2024-10-02
12689,1.9,450,38,6,travel_channel_20,2024-11-09
12690,7.7,364,60,3,education_channel_49,2024-11-19
12691,2.11,992,13,3,lifestyle_channel_17,2024-10-18
12692,84.89,102,5,0,education_channel_47,2024-12-23
12693,5.93,510,34,5,lifestyle_channel_5,2024-11-07
12694,69.66,136,0,0,tech_channel_2,2024-11-22
12695,7.87,131,1,0,tech_channel_2,2024-10-03
12696,3.23,199,5,1,business_channel_12,2024-11-21
12697,9.73,391,26,1,tech_channel_21,2024-11-25
12698,8.09,474,26,2,entertainment_channel_15,2024-12-16
12699,3.32,562,38,0,tech_channel_2,2024-10-29
12700,2.54,285,61,10,entertainment_channel_21,2024-11-03
12701,6.1,871,71,10,travel_channel_40,2024-12-24
12702,4.75,875,72,1,news_channel_19,2024-11-04
12703,6.81,365,11,1,news_channel_21,2024-10-21
12704,82.04,50,0,0,news_channel_21,2024-12-14
12705,1.93,1296,6,0,sports_channel_6,2024-12-07
12706,1.24,2000,250,46,business_channel_11,2024-12-20
12707,96.33,92,10,0,news_channel_33,2024-11-02
12708,5.72,1016,157,1,travel_channel_16,2024-10-05
12709,4.47,936,50,3,tech_channel_2,2024-11-01
12710,4.52,630,141,13,business_channel_35,2024-10-31
12711,1.27,1044,175,4,news_channel_17,2024-10-23
12712,30.05,35,5,0,lifestyle_channel_18,2024-11-27
12713,7.28,75,3,0,business_channel_49,2024-12-25
12714,4.32,634,35,2,news_channel_14,2024-12-18
12715,9.63,197,39,0,travel_channel_30,2024-11-24
12716,7.53,90,3,0,travel_channel_4,2024-12-23
12717,6.51,516,49,1,news_channel_17,2024-11-25
12718,5.94,163,10,0,education_channel_47,2024-12-03
12719,5.66,795,108,1,lifestyle_channel_18,2024-12-04
12720,1.09,2000,172,11,lifestyle_channel_35,2024-10-28
12721,91.2,12,2,0,sports_channel_10,2024-11-20
12722,25.99,166,6,1,business_channel_22,2024-11-10
12723,9.62,600,109,8,sports_channel_6,2024-10-14
12724,2.27,1456,276,1,travel_channel_40,2024-11-10
12725,8.83,608,82,6,business_channel_22,2024-12-12
12726,9.0,528,33,1,business_channel_34,2024-12-15
12727,5.11,819,26,4,business_channel_34,2024-12-22
12728,1.85,1451,299,28,news_channel_14,2024-10-23
12729,8.04,694,59,5,news_channel_19,2024-11-14
12730,3.43,627,80,10,travel_channel_34,2024-10-03
12731,2.52,502,12,0,entertainment_channel_28,2024-10-25
12732,31.28,97,16,1,sports_channel_10,2024-12-08
12733,8.62,436,23,5,lifestyle_channel_18,2024-10-29
12734,3.57,285,8,0,entertainment_channel_34,2024-10-27
12735,9.3,117,5,0,education_channel_49,2024-11-20
12736,9.02,348,33,3,entertainment_channel_15,2024-10-09
12737,1.57,2000,150,4,travel_channel_16,2024-12-21
12738,4.29,845,117,5,tech_channel_36,2024-11-13
12739,8.76,410,17,1,news_channel_21,2024-11-18
12740,5.92,491,21,1,news_channel_17,2024-10-05
12741,7.7,219,9,0,travel_channel_8,2024-12-02
12742,76.18,142,5,0,news_channel_21,2024-10-26
12743,1.05,984,83,1,travel_channel_34,2024-12-01
12744,3.58,1136,41,1,entertainment_channel_15,2024-12-12
12745,6.15,160,11,0,education_channel_6,2024-11-22
12746,7.07,165,16,0,entertainment_channel_23,2024-11-25
12747,9.46,563,67,6,news_channel_26,2024-12-15
12748,2.54,231,50,2,sports_channel_15,2024-10-20
12749,2.34,1037,425,1,business_channel_11,2024-10-24
12750,4.83,225,4,0,business_channel_27,2024-12-16
12751,6.73,153,29,0,tech_channel_30,2024-11-06
12752,55.37,153,8,0,business_channel_35,2024-10-24
12753,9.33,696,12,0,business_channel_35,2024-11-26
12754,5.17,707,64,1,travel_channel_34,2024-10-29
12755,3.36,760,61,3,entertainment_channel_28,2024-10-30
12756,6.75,371,56,1,education_channel_47,2024-11-22
12757,8.68,272,59,18,travel_channel_20,2024-10-07
12758,7.23,283,63,10,business_channel_22,2024-12-11
12759,66.19,151,18,0,business_channel_22,2024-12-05
12760,91.1,128,14,2,travel_channel_8,2024-12-11
12761,9.71,334,21,1,lifestyle_channel_5,2024-12-19
12762,9.18,57,5,0,business_channel_11,2024-10-09
12763,4.34,160,5,0,sports_channel_31,2024-12-31
12764,8.79,501,39,2,tech_channel_21,2024-12-13
12765,5.17,390,19,0,education_channel_49,2024-12-14
12766,7.33,111,11,1,sports_channel_6,2024-10-27
12767,3.14,765,162,32,business_channel_28,2024-12-07
12768,2.21,786,108,0,business_channel_35,2024-10-31
12769,6.89,594,84,10,business_channel_11,2024-11-04
12770,8.76,458,3,0,travel_channel_8,2024-10-13
12771,9.8,552,62,3,news_channel_21,2024-12-20
12772,4.45,986,211,5,sports_channel_31,2024-12-29
12773,7.15,345,50,4,business_channel_22,2024-12-06
12774,4.96,822,113,15,news_channel_4,2024-10-15
12775,8.41,91,5,0,news_channel_19,2024-11-11
12776,30.65,190,17,1,travel_channel_49,2024-10-28
12777,79.37,102,12,0,news_channel_4,2024-12-17
12778,6.2,312,31,4,education_channel_8,2024-12-09
12779,5.73,212,5,0,lifestyle_channel_30,2024-10-30
12780,2.13,1103,82,8,travel_channel_40,2024-12-16
12781,6.65,722,94,3,lifestyle_channel_30,2024-10-17
12782,6.72,208,1,0,news_channel_14,2024-10-09
12783,7.21,637,18,0,news_channel_21,2024-10-11
12784,7.53,298,41,9,tech_channel_36,2024-12-11
12785,3.74,647,161,3,business_channel_35,2024-10-16
12786,4.29,273,53,1,education_channel_47,2024-10-14
12787,7.36,586,133,14,education_channel_47,2024-11-06
12788,37.36,131,9,2,tech_channel_2,2024-11-27
12789,1.32,2000,138,61,travel_channel_30,2024-12-28
12790,1.8,2000,70,7,lifestyle_channel_17,2024-11-10
12791,8.85,487,11,0,business_channel_22,2024-12-30
12792,7.17,466,56,3,travel_channel_20,2024-10-10
12793,2.88,1199,42,8,education_channel_6,2024-10-19
12794,6.08,227,17,1,sports_channel_31,2024-10-22
12795,1.21,743,44,3,business_channel_27,2024-12-09
12796,4.68,238,43,0,sports_channel_6,2024-12-05
12797,9.19,69,6,0,travel_channel_30,2024-11-03
12798,7.32,849,49,1,tech_channel_30,2024-10-12
12799,7.54,332,46,2,tech_channel_30,2024-11-26
12800,2.18,1139,50,1,business_channel_35,2024-12-20
12801,3.93,286,31,7,entertainment_channel_21,2024-11-24
12802,6.92,248,34,2,business_channel_11,2024-12-03
12803,7.84,677,33,5,travel_channel_34,2024-12-24
12804,8.85,494,40,12,sports_channel_5,2024-12-21
12805,40.05,44,2,0,business_channel_27,2024-10-17
12806,3.91,940,101,3,sports_channel_10,2024-10-16
12807,5.91,100,3,0,business_channel_18,2024-11-07
12808,1.22,2000,266,9,sports_channel_15,2024-11-18
12809,8.34,145,16,1,sports_channel_15,2024-12-13
12810,8.75,129,8,0,education_channel_47,2024-11-30
12811,7.5,373,35,0,tech_channel_21,2024-11-13
12812,38.65,169,9,0,travel_channel_30,2024-12-13
12813,6.8,766,46,11,news_channel_4,2024-11-09
12814,8.74,323,16,0,entertainment_channel_21,2024-12-08
12815,3.92,764,63,12,business_channel_28,2024-12-23
12816,9.42,411,70,11,entertainment_channel_15,2024-12-30
12817,9.94,498,73,5,news_channel_19,2024-10-13
12818,5.85,822,108,1,news_channel_14,2024-10-21
12819,47.64,102,5,0,business_channel_11,2024-12-12
12820,20.81,46,3,0,business_channel_11,2024-12-19
12821,3.83,479,18,4,news_channel_19,2024-12-03
12822,1.2,2000,88,5,lifestyle_channel_18,2024-12-29
12823,1.83,1003,192,4,tech_channel_32,2024-12-17
12824,1.95,1127,201,5,sports_channel_5,2024-11-02
12825,9.41,68,2,0,travel_channel_16,2024-10-17
12826,6.06,666,100,12,business_channel_11,2024-11-17
12827,4.12,1044,12,0,business_channel_49,2024-10-25
12828,1.45,2000,69,2,lifestyle_channel_30,2024-10-31
12829,1.73,1448,122,1,news_channel_33,2024-12-22
12830,2.73,194,5,1,travel_channel_20,2024-12-11
12831,5.0,729,41,2,education_channel_47,2024-11-11
12832,52.77,96,1,0,tech_channel_30,2024-12-26
12833,1.39,1818,270,12,tech_channel_32,2024-12-26
12834,9.14,108,8,0,tech_channel_2,2024-11-20
12835,3.15,562,48,1,tech_channel_32,2024-10-17
12836,9.5,264,25,0,business_channel_5,2024-11-25
12837,6.05,648,17,1,sports_channel_10,2024-11-25
12838,7.95,743,55,14,education_channel_6,2024-10-05
12839,4.02,752,68,0,business_channel_5,2024-11-05
12840,9.05,639,56,2,tech_channel_21,2024-11-15
12841,5.34,290,30,0,entertainment_channel_23,2024-11-02
12842,1.41,411,54,2,tech_channel_30,2024-11-16
12843,4.16,364,37,2,travel_channel_40,2024-12-04
12844,43.24,104,3,0,tech_channel_2,2024-12-03
12845,3.61,790,24,2,tech_channel_21,2024-12-17
12846,6.54,789,164,59,education_channel_47,2024-12-28
12847,5.7,113,9,0,sports_channel_5,2024-12-02
12848,6.55,300,1,0,travel_channel_4,2024-10-08
12849,5.79,174,24,2,travel_channel_8,2024-11-30
12850,2.73,1145,57,4,news_channel_33,2024-12-08
12851,1.85,1383,32,3,business_channel_34,2024-10-02
12852,9.86,344,22,1,travel_channel_20,2024-10-23
12853,8.05,323,47,0,business_channel_5,2024-10-06
12854,5.93,322,88,2,news_channel_4,2024-10-14
12855,4.0,508,16,1,entertainment_channel_34,2024-12-02
12856,7.68,437,36,9,business_channel_28,2024-11-08
12857,7.08,687,61,8,tech_channel_36,2024-11-01
12858,1.63,1573,361,65,news_channel_19,2024-12-20
12859,14.96,175,0,0,news_channel_26,2024-10-16
12860,3.8,691,32,1,news_channel_4,2024-10-20
12861,5.16,225,10,1,lifestyle_channel_30,2024-11-13
12862,91.41,24,4,0,travel_channel_34,2024-11-19
12863,7.14,495,17,1,business_channel_5,2024-11-28
12864,7.98,605,67,10,business_channel_11,2024-10-05
12865,3.11,883,110,16,travel_channel_40,2024-11-15
12866,85.91,130,7,0,entertainment_channel_23,2024-12-20
12867,8.88,140,9,0,lifestyle_channel_5,2024-11-11
12868,7.56,615,3,0,business_channel_28,2024-11-22
12869,95.82,50,6,0,entertainment_channel_21,2024-10-26
12870,9.38,465,31,6,tech_channel_30,2024-10-12
12871,5.86,957,27,2,travel_channel_34,2024-10-13
12872,5.53,345,24,4,business_channel_11,2024-11-01
12873,6.34,760,110,7,business_channel_12,2024-10-18
12874,1.78,1543,105,2,news_channel_21,2024-12-14
12875,4.76,838,87,1,entertainment_channel_15,2024-12-03
12876,4.08,499,30,1,business_channel_11,2024-11-26
12877,2.45,753,25,5,sports_channel_6,2024-11-09
12878,6.15,148,15,0,tech_channel_21,2024-12-09
12879,5.34,599,45,5,tech_channel_2,2024-10-04
12880,9.36,472,59,0,sports_channel_6,2024-11-23
12881,9.19,236,10,1,entertainment_channel_23,2024-10-06
12882,7.62,203,11,1,business_channel_27,2024-10-31
12883,6.03,676,81,14,news_channel_21,2024-12-17
12884,2.54,1238,148,9,sports_channel_6,2024-10-11
12885,4.54,425,43,6,tech_channel_21,2024-10-21
12886,3.84,548,23,0,business_channel_22,2024-11-09
12887,1.54,588,66,6,travel_channel_49,2024-12-08
12888,3.39,273,22,0,sports_channel_5,2024-11-09
12889,8.43,293,6,1,travel_channel_4,2024-10-28
12890,1.33,2000,112,8,sports_channel_5,2024-11-20
12891,1.24,1838,44,1,sports_channel_10,2024-10-24
12892,8.58,640,111,22,travel_channel_49,2024-12-04
12893,59.66,125,2,0,tech_channel_32,2024-10-02
12894,5.36,512,12,1,business_channel_22,2024-12-03
12895,1.92,760,76,0,travel_channel_49,2024-11-23
12896,1.19,1697,38,1,news_channel_33,2024-11-24
12897,3.98,365,26,4,news_channel_4,2024-12-28
12898,9.73,414,15,0,entertainment_channel_23,2024-10-24
12899,2.27,515,13,1,entertainment_channel_23,2024-10-05
12900,3.33,1090,53,11,tech_channel_30,2024-10-02
12901,1.54,2000,619,1,education_channel_49,2024-10-10
12902,8.57,544,29,4,sports_channel_6,2024-11-07
12903,7.12,563,23,2,business_channel_18,2024-10-16
12904,8.13,224,17,1,business_channel_18,2024-12-20
12905,7.07,158,4,0,news_channel_14,2024-12-17
12906,5.34,430,80,2,tech_channel_21,2024-10-28
12907,81.1,139,2,0,business_channel_28,2024-11-28
12908,9.65,369,13,1,news_channel_17,2024-12-04
12909,26.51,92,13,0,education_channel_49,2024-12-14
12910,15.96,319,41,0,business_channel_18,2024-10-16
12911,4.33,1144,29,1,travel_channel_4,2024-10-06
12912,7.11,755,73,7,education_channel_49,2024-10-07
12913,16.51,300,14,0,education_channel_8,2024-11-18
12914,6.5,629,72,3,sports_channel_15,2024-11-08
12915,7.14,185,17,1,business_channel_27,2024-11-16
12916,4.94,817,24,7,tech_channel_2,2024-11-12
12917,4.32,620,51,4,news_channel_4,2024-10-30
12918,58.1,199,14,0,education_channel_8,2024-10-05
12919,2.57,383,17,1,education_channel_49,2024-10-22
12920,2.35,700,50,0,education_channel_49,2024-10-04
12921,8.09,383,12,0,travel_channel_8,2024-10-18
12922,1.88,566,48,8,travel_channel_34,2024-10-30
12923,2.12,1334,281,33,entertainment_channel_21,2024-10-04
12924,7.63,630,29,2,business_channel_28,2024-11-14
12925,6.61,444,18,0,education_channel_49,2024-12-17
12926,61.42,64,8,0,travel_channel_8,2024-10-23
12927,6.12,480,60,3,entertainment_channel_23,2024-10-21
12928,45.3,155,14,1,news_channel_14,2024-12-02
12929,1.41,670,50,1,entertainment_channel_34,2024-11-18
12930,1.08,1622,110,4,lifestyle_channel_17,2024-10-15
12931,1.03,995,97,4,tech_channel_30,2024-12-11
12932,98.82,60,0,0,business_channel_27,2024-10-06
12933,33.97,68,4,0,news_channel_33,2024-12-11
12934,94.19,88,6,0,sports_channel_31,2024-10-03
12935,3.79,929,93,1,travel_channel_49,2024-12-28
12936,5.91,520,38,2,business_channel_35,2024-12-01
12937,4.17,554,51,3,tech_channel_2,2024-11-29
12938,88.67,108,4,0,lifestyle_channel_18,2024-12-04
12939,64.12,33,5,0,travel_channel_40,2024-10-30
12940,4.88,831,92,14,education_channel_49,2024-12-28
12941,5.22,672,14,1,news_channel_21,2024-11-12
12942,5.75,642,110,7,lifestyle_channel_35,2024-11-23
12943,7.36,621,92,8,lifestyle_channel_5,2024-12-21
12944,72.12,92,3,0,tech_channel_21,2024-10-18
12945,5.41,173,2,0,business_channel_28,2024-12-25
12946,95.76,100,10,0,lifestyle_channel_17,2024-10-23
12947,51.06,97,4,0,lifestyle_channel_18,2024-11-07
12948,6.22,358,47,2,sports_channel_31,2024-12-30
12949,91.42,67,0,0,education_channel_49,2024-10-16
12950,5.14,634,38,0,news_channel_19,2024-12-14
12951,6.91,187,5,0,entertainment_channel_34,2024-12-29
12952,4.6,699,71,12,lifestyle_channel_18,2024-10-10
12953,3.34,574,107,6,education_channel_6,2024-10-10
12954,4.4,256,24,4,travel_channel_30,2024-10-04
12955,3.22,826,90,21,entertainment_channel_21,2024-10-03
12956,3.75,527,13,0,travel_channel_20,2024-12-04
12957,64.54,84,4,0,news_channel_21,2024-12-26
12958,2.44,1201,27,8,travel_channel_49,2024-12-27
12959,2.22,965,96,8,education_channel_49,2024-10-18
12960,5.87,648,98,7,lifestyle_channel_30,2024-10-12
12961,7.18,674,150,19,business_channel_35,2024-10-24
12962,3.56,1280,134,9,entertainment_channel_34,2024-10-20
12963,7.68,754,255,19,news_channel_4,2024-10-26
12964,2.91,493,82,2,tech_channel_32,2024-11-16
12965,8.11,655,104,7,news_channel_26,2024-11-30
12966,2.18,476,62,9,lifestyle_channel_5,2024-12-26
12967,2.08,1231,136,1,tech_channel_30,2024-11-08
12968,9.96,285,26,7,tech_channel_2,2024-10-10
12969,71.6,109,20,0,lifestyle_channel_5,2024-10-04
12970,2.48,284,7,0,news_channel_17,2024-11-21
12971,6.01,740,33,0,tech_channel_21,2024-11-16
12972,72.42,87,4,0,business_channel_18,2024-11-29
12973,1.63,437,63,6,news_channel_14,2024-11-09
12974,7.41,176,10,1,lifestyle_channel_18,2024-10-12
12975,28.74,245,12,0,news_channel_26,2024-12-25
12976,7.6,80,3,1,business_channel_12,2024-11-02
12977,2.75,1448,81,11,entertainment_channel_23,2024-10-08
12978,2.76,809,125,0,business_channel_49,2024-11-26
12979,8.07,616,26,2,travel_channel_16,2024-11-09
12980,1.96,357,30,4,travel_channel_40,2024-11-20
12981,5.33,883,49,12,travel_channel_40,2024-11-19
12982,5.49,797,23,1,business_channel_12,2024-10-06
12983,4.56,786,90,6,business_channel_11,2024-11-02
12984,7.91,163,3,0,tech_channel_2,2024-11-02
12985,3.15,190,12,0,entertainment_channel_23,2024-10-02
12986,6.35,899,74,8,business_channel_34,2024-11-13
12987,7.22,235,33,2,business_channel_35,2024-10-07
12988,3.66,497,31,2,business_channel_34,2024-11-29
12989,2.56,1165,58,0,travel_channel_34,2024-10-02
12990,7.78,284,20,4,entertainment_channel_28,2024-12-17
12991,9.39,351,40,13,sports_channel_10,2024-11-17
12992,7.3,517,47,3,travel_channel_40,2024-12-26
12993,8.12,314,51,8,business_channel_12,2024-10-10
12994,3.35,1120,65,0,entertainment_channel_15,2024-10-31
12995,7.92,319,11,0,sports_channel_5,2024-10-08
12996,6.26,300,19,0,entertainment_channel_15,2024-10-18
12997,9.01,421,58,13,education_channel_45,2024-10-17
12998,4.46,616,79,6,news_channel_33,2024-10-24
12999,4.54,241,21,1,business_channel_34,2024-11-21
13000,7.19,627,15,1,news_channel_26,2024-11-12
13001,1.91,2000,240,22,travel_channel_49,2024-12-22
13002,1.03,1224,96,5,business_channel_18,2024-11-10
13003,8.27,157,2,0,business_channel_18,2024-12-29
13004,3.44,587,43,2,lifestyle_channel_17,2024-10-29
13005,5.73,100,26,0,entertainment_channel_23,2024-11-10
13006,4.45,912,281,8,sports_channel_10,2024-10-03
13007,2.57,1305,22,1,sports_channel_15,2024-11-18
13008,4.21,520,54,4,entertainment_channel_21,2024-11-26
13009,3.0,727,105,30,travel_channel_30,2024-10-22
13010,2.13,1584,106,42,tech_channel_32,2024-12-11
13011,3.6,534,50,2,lifestyle_channel_30,2024-10-29
13012,7.34,696,37,2,travel_channel_8,2024-11-17
13013,8.84,232,16,2,travel_channel_49,2024-11-19
13014,6.12,733,3,0,sports_channel_5,2024-12-13
13015,3.68,180,15,2,travel_channel_20,2024-10-11
13016,5.79,823,50,3,travel_channel_40,2024-10-20
13017,7.95,115,3,0,travel_channel_16,2024-12-27
13018,6.75,564,59,1,tech_channel_36,2024-12-12
13019,8.37,265,8,0,travel_channel_49,2024-10-03
13020,9.37,201,18,3,news_channel_19,2024-10-08
13021,6.21,352,22,3,entertainment_channel_15,2024-11-02
13022,3.9,514,70,8,news_channel_33,2024-12-03
13023,23.53,282,20,4,business_channel_18,2024-10-04
13024,9.79,453,9,0,lifestyle_channel_35,2024-10-21
13025,5.61,174,3,0,tech_channel_30,2024-11-02
13026,1.06,2000,183,33,education_channel_8,2024-11-10
13027,2.04,444,33,0,entertainment_channel_34,2024-11-06
13028,8.52,217,14,1,news_channel_19,2024-11-21
13029,7.78,244,28,0,education_channel_6,2024-10-10
13030,1.37,2000,162,22,lifestyle_channel_35,2024-10-09
13031,2.38,756,55,1,travel_channel_49,2024-11-04
13032,7.86,401,15,0,sports_channel_15,2024-12-13
13033,3.1,1024,154,45,news_channel_17,2024-12-25
13034,4.3,1001,38,0,entertainment_channel_21,2024-11-06
13035,3.73,348,38,2,education_channel_8,2024-12-31
13036,31.14,195,15,1,business_channel_12,2024-10-07
13037,2.41,852,72,7,entertainment_channel_23,2024-12-10
13038,7.55,357,48,0,entertainment_channel_21,2024-10-17
13039,42.55,82,10,1,entertainment_channel_21,2024-11-04
13040,5.49,327,9,0,news_channel_26,2024-11-29
13041,4.23,1135,82,8,news_channel_17,2024-12-06
13042,5.96,638,6,1,news_channel_4,2024-11-17
13043,1.63,1734,33,0,business_channel_12,2024-10-24
13044,7.14,230,14,1,business_channel_35,2024-10-17
13045,42.05,61,15,3,education_channel_49,2024-12-21
13046,8.19,183,6,0,travel_channel_40,2024-10-22
13047,9.89,612,20,0,travel_channel_30,2024-10-21
13048,9.85,417,26,3,business_channel_35,2024-11-05
13049,5.72,722,70,6,entertainment_channel_34,2024-12-31
13050,2.88,1052,224,65,travel_channel_4,2024-10-04
13051,35.46,79,6,0,business_channel_11,2024-11-18
13052,5.55,653,53,9,news_channel_19,2024-12-05
13053,70.67,30,3,0,business_channel_28,2024-12-28
13054,8.97,418,53,1,tech_channel_32,2024-11-28
13055,6.21,888,84,6,business_channel_5,2024-11-04
13056,2.65,1154,62,4,entertainment_channel_15,2024-11-11
13057,35.87,50,3,0,tech_channel_2,2024-10-13
13058,4.17,798,144,14,sports_channel_6,2024-12-19
13059,3.23,1081,86,0,tech_channel_2,2024-11-07
13060,23.11,121,15,4,news_channel_14,2024-10-02
13061,8.42,256,18,9,business_channel_22,2024-12-03
13062,4.28,486,47,1,sports_channel_5,2024-11-23
13063,2.93,509,58,8,travel_channel_16,2024-10-29
13064,7.39,227,9,0,news_channel_19,2024-12-13
